title,popularity,genres,rating,language
Anthropoid,16,"History, Thriller, War",7.136,en
Blood Father,16,"Action, Thriller, Drama",6.2,en
Max Steel,16,"Action, Adventure, Science Fiction",5.6,en
Code Geass: Akito the Exiled 5: To Beloved Ones,16,"Action, Animation, Science Fiction",6.1,ja
Maudie,16,"Drama, Romance",7.7,en
The Forest,16,"Horror, Thriller, Mystery",5.224,en
Queen of Katwe,16,Drama,7.2,en
God's Not Dead 2,16,Drama,6.1,en
Pelé: Birth of a Legend,16,Drama,7.4,en
Cave,16,"Adventure, Thriller",4.4,no
Green Room,16,"Horror, Crime, Thriller",6.721,en
Sadako vs. Kayako,16,Horror,5.6,ja
Popstar: Never Stop Never Stopping,16,"Comedy, Music",6.619,en
Sister-In-Law's Dream,16,Romance,4,ko
Deadly Pickup,16,Thriller,5.447,en
One Piece: Heart of Gold,16,"Animation, Adventure, Comedy, Fantasy, Action",7.4,ja
Kuroko's Basketball the Movie: Last Game,16,"Animation, Comedy",7.7,ja
A Taxi Driver,16,"Action, Drama, History",8.1,ko
The Wizard of Lies,16,"Crime, Drama, History, Thriller, TV Movie",6.6,en
Vengeance: A Love Story,16,"Action, Drama, Thriller",5.5,en
Overlord: The Undead King,16,"Animation, Action, Adventure, Fantasy",7.4,ja
To the Bone,16,Drama,7.217,en
Dragonheart: Battle for the Heartfire,16,"Fantasy, Adventure",6,en
Sleepless,16,"Action, Crime, Thriller",5.9,en
Killing Ground,16,"Mystery, Thriller, Horror",6.159,en
Battle of the Sexes,16,"Drama, Comedy, History",6.8,en
V.I.P.,16,"Crime, Thriller, Action",7.78,ko
The Last Warrior,16,"Fantasy, Family, Adventure, Action, Comedy",6.9,ru
Wolf Warrior 2,16,"War, Action, Thriller",6.5,zh
Flatliners,16,"Drama, Horror, Thriller",5.655,en
One Cut of the Dead,16,"Comedy, Horror",7.629,ja
Tulip Fever,16,"Drama, Romance",6.5,en
The Bye Bye Man,16,"Horror, Thriller",5.2,en
Bad Genius,16,"Drama, Crime, Thriller, Comedy",7.892,th
Megan Leavey,16,"Drama, War",7.3,en
God's Own Country,16,"Romance, Drama",7.8,en
God of War,16,"Action, History",6.2,zh
Then Came You,16,"Comedy, Drama",7.4,en
On Your Wedding Day,16,"Romance, Drama",7.5,ko
Teenage Little Sister,16,Romance,6.7,ko
The Spy Gone North,16,"Drama, History, Thriller",7.38,ko
The Great Battle,16,"War, History, Action",6.784,ko
Scooby-Doo! & Batman: The Brave and the Bold,16,"Animation, Comedy, Action, Family, Science Fiction",7.2,en
Prospect,16,Science Fiction,6.2,en
Euphoria,16,Drama,6.3,en
Leprechaun Returns,16,"Horror, Fantasy, Comedy",6.1,en
Life of the Party,16,Comedy,6.1,en
Padmaavat,16,"Drama, History, Romance",6.9,hi
Hold the Dark,16,"Thriller, Mystery, Crime",5.441,en
Every Day,16,"Romance, Fantasy",7.2,en
Operation Finale,16,"Drama, History, Thriller",6.7,en
Roma,16,Drama,7.6,es
Final Score,16,"Action, Thriller, Adventure, Drama",6.1,en
Re:Zero - Starting Life in Another World Memory Snow,16,"Animation, Adventure, Fantasy",7.2,ja
Mary Queen of Scots,16,"Drama, History",6.6,en
The Testament of Sister New Devil: Departures,16,"Animation, Action, Romance, Fantasy",7.7,ja
Be with You,16,"Romance, Drama, Fantasy",8.2,ko
Mute,16,"Science Fiction, Mystery, Thriller",5.571,en
An Affair: My Wife's Friend,16,Romance,5.3,ko
Room Salon College Girls,16,Romance,8,ko
Batman vs Teenage Mutant Ninja Turtles,16,"Animation, Action, Science Fiction, Adventure, Comedy, Crime",7.1,en
Official Secrets,16,"Thriller, History, Drama",7.2,en
Jarhead: Law of Return,16,War,6.5,en
The Grudge,16,"Horror, Mystery",5.4,en
Tolkien,16,"War, Drama, Romance",7,en
The Aftermath,16,"War, Drama, Romance",6.4,en
Above the Shadows,16,"Fantasy, Romance",6.731,en
Skin,16,"Drama, Crime, History, Romance",6.961,en
The Jack in the Box,16,Horror,5.8,en
Rascal Does Not Dream of a Dreaming Girl,16,"Animation, Romance, Drama, Fantasy",8.2,ja
AquaSlash,16,"Horror, Comedy",4.1,en
Playing with Fire,16,"Family, Comedy",6.6,en
Aquaman: Heroines of Atlantis,16,Documentary,6.2,en
Tod@s Caen,16,Comedy,7.8,es
The Dude in Me,16,"Fantasy, Comedy, Action",7.848,ko
My Cousin Sister,16,"Romance, Drama",3,ko
The Hard Way,16,Action,5.4,en
Fate/stay night: Heaven's Feel II. Lost Butterfly,16,"Animation, Action, Fantasy, Drama, Romance",7,ja
Captive State,16,"Science Fiction, Action, Adventure, Thriller",5.6,en
La Llorona,16,"Thriller, Horror, Drama",6.4,es
Freaks,16,Science Fiction,6.8,en
A Shaun the Sheep Movie: Farmageddon,16,"Family, Animation, Adventure, Comedy",6.9,en
Re:Zero - Starting Life in Another World The Frozen Bond,16,"Animation, Drama, Thriller, Fantasy",7.4,ja
UglyDolls,16,"Animation, Music, Family, Comedy",6.612,en
The Professor and the Madman,16,"History, Drama, Mystery, Thriller",7.1,en
Fighting with My Family,16,Comedy,6.9,en
The Knight of Shadows: Between Yin and Yang,16,"Action, Fantasy, Family, Adventure",5.6,zh
Dogs Don't Wear Pants,16,"Drama, Comedy",6.9,fi
Goblin Slayer: Goblin's Crown,16,"Animation, Adventure, Action, Fantasy",7.422,ja
The Trial of the Chicago 7,16,"Drama, History",7.7,en
His House,16,"Drama, Horror",6.4,en
Work It,16,"Comedy, Music",7.534,en
An American Pickle,16,"Comedy, Drama",5.724,en
Batman: Death in the Family,16,"Animation, Action",7.1,en
Boarding House - Their Moans,16,Romance,0,ko
Hubie Halloween,16,"Comedy, Mystery, Horror",5.9,en
Kalashnikov AK-47,16,"War, History, Drama",7.4,ru
Asphalt Burning,16,"Action, Comedy",5.5,no
The King of Staten Island,16,"Comedy, Drama",7,en
Shortcut,16,"Horror, Adventure, Fantasy",5.3,en
Your Name Engraved Herein,16,"Romance, Drama",7.9,zh
The Silencing,16,"Thriller, Action, Crime",6.4,en
The Heist of the Century,16,"Comedy, Thriller, Crime",7.77,es
The Half of It,16,"Comedy, Romance, Drama",7.1,en
Looks That Kill,16,"Comedy, Romance, Drama",7,en
The Wrong Missy,16,"Comedy, Romance",6.1,en
The Secret: Dare to Dream,16,"Drama, Romance",7.3,en
R-Rated Idol Seung-ha's Fancy Walk,16,"Drama, Romance",7.7,ko
Fate/stay night: Heaven's Feel III. Spring Song,16,"Animation, Romance, Fantasy, Action, Drama",7.7,ja
How I Became a Superhero,16,"Science Fiction, Adventure, Action, Comedy, Thriller",6,fr
Superman: Red Son,16,"Science Fiction, Animation, Action",7.1,en
Big Time Adolescence,16,"Comedy, Drama",7.2,en
The Larva Island Movie,16,"Animation, Family",7.2,en
Deathstroke: Knights & Dragons - The Movie,16,"Animation, Action, Adventure, Science Fiction",7,en
Sound of Metal,16,"Drama, Music",7.7,en
Bigfoot Family,16,"Animation, Adventure, Family",7.1,en
The Bridge Curse,16,"Horror, Thriller, Mystery",6.5,zh
Father There Is Only One 2,16,"Comedy, Family",7.5,es
The Return,16,"Horror, Science Fiction",6.7,en
Beasts Clawing at Straws,16,"Mystery, Thriller, Crime, Drama",7.1,ko
Mank,16,"Drama, History",6.7,en
The Power of the Dog,16,"Drama, Western",6.8,en
Awake,16,"Drama, Science Fiction, Thriller",5.9,en
Stowaway,16,"Science Fiction, Drama, Thriller, Adventure",6,en
Finding You,16,"Romance, Drama",6.9,en
Sword Art Online the Movie – Progressive – Aria of a Starless Night,16,"Animation, Action, Fantasy, Science Fiction",7.891,ja
"Batman: The Long Halloween, Part Two",16,"Animation, Mystery, Action, Crime",7.423,en
Furioza,16,"Drama, Action, Crime",6.4,pl
The Immortal Wars: Rebirth,16,Science Fiction,7.9,en
The Unforgivable,16,"Drama, Crime",7.4,en
Judas and the Black Messiah,16,"Drama, History",7.3,en
The Marco Effect,16,"Thriller, Crime",5.8,da
The Kindred,16,Horror,6.4,en
The Block Island Sound,16,"Horror, Science Fiction, Thriller, Mystery",5.2,en
Sinkhole,16,"Comedy, Drama",6.9,ko
The Tragedy of Macbeth,16,"Drama, War",6.9,en
Recalled,16,"Mystery, Thriller",7,ko
There's Someone Inside Your House,16,"Horror, Mystery",5.4,en
Cloudy Mountain,16,"Action, Adventure, Drama",7.359,zh
Separation,16,"Horror, Mystery",5.7,en
Kate,16,"Action, Thriller",6.647,en
Happening,16,Drama,7.2,fr
Coming Home in the Dark,16,"Mystery, Thriller, Horror, Crime",5.7,en
JJ+E,16,"Romance, Drama",5.8,sv
Dark Spell,16,Horror,6.7,ru
The Harder They Fall,16,Western,6.6,en
Guimoon: The Lightless Door,16,"Horror, Thriller",6.7,ko
A Classic Horror Story,16,"Horror, Mystery",5.8,it
Scooby-Doo! The Sword and the Scoob,16,"Animation, Comedy, Family, Mystery, Adventure, Fantasy",7.639,en
Mother/Android,16,"Science Fiction, Thriller",5.8,en
Tokyo Revengers,16,"Action, Drama, Crime",7.9,ja
Red Dot,16,"Thriller, Horror",5.9,sv
Death Alley,16,"Western, Action",5.3,en
Escape from Mogadishu,16,"War, Action, Thriller, Drama, History",7.1,ko
Earwig and the Witch,16,"Animation, Fantasy, Family",5.9,ja
Yoon-Yool's Men Affairs,16,"Drama, Romance",0,ko
Jackass Forever,16,"Comedy, Documentary",6.81,en
"\"The Simpsons Meet the Bocellis in \"\"Feliz Navidad\"\"\"",16,"Animation, Family, Comedy",5.7,en
Green Lantern: Beware My Power,16,"Animation, Action, Science Fiction, Fantasy",6.7,en
Faithfully Yours,16,"Mystery, Thriller",6,nl
Remember,16,"Thriller, Action, Drama",7.5,ko
Z-O-M-B-I-E-S 3,16,"Fantasy, Comedy, Family, TV Movie",7.4,en
The Wrath of God,16,"Thriller, Drama",6.3,es
Do Revenge,16,"Comedy, Thriller, Romance",6.4,en
Honor Society,16,Comedy,7.5,en
Island of Desire,16,"Drama, Thriller",4.4,tl
Senior Year,16,Comedy,5.9,en
Catwoman: Hunted,16,"Animation, Action, Crime",5.8,en
Evil Eye,16,Horror,6.7,es
Groot Takes a Bath,16,"Animation, Family, Comedy, Science Fiction",7.1,en
Feed,16,Horror,5.8,sv
To Every You I've Loved Before,16,"Animation, Romance, Science Fiction",6.825,ja
"To Me, the One Who Loved You",16,"Animation, Romance, Science Fiction",6.014,ja
Hunt,16,"Action, Mystery, Drama",6.7,ko
Firestarter,16,"Horror, Science Fiction",5.557,en
Vesper,16,"Science Fiction, Drama, Adventure, Fantasy",6.368,en
The Infernal Machine,16,"Thriller, Mystery",6.3,en
Snake Island Python,16,"Drama, Horror",6.45,zh
Section 8,16,"Action, Thriller",6.3,en
Agent Game,16,"Action, Thriller",5.149,en
The Stranger,16,"Thriller, Crime, Drama",6.2,en
Shark Bait,16,"Horror, Thriller, Action, Adventure",5.7,en
Kingdom 2: Far and Away,16,"Action, Adventure, War",7.2,ja
Virgin Forest,16,"Thriller, Crime, Drama",5.5,tl
Marry Me,16,"Romance, Comedy, Music",6.6,en
The Chalk Line,16,"Horror, Mystery",6.4,es
Magnum Opus,16,"Animation, Family, Science Fiction, Comedy",7.3,en
Darby and the Dead,16,"Comedy, Fantasy, Drama",5.8,en
Kimi,16,"Thriller, Mystery, Crime",6.2,en
9 Bullets,16,"Action, Thriller",5.4,en
Against the Ice,16,"Drama, Adventure, History",6.8,en
The Weekend Away,16,"Thriller, Mystery",6,en
Operation Seawolf,16,"War, Thriller, Action, Adventure",5.7,en
The Little Guy,16,"Animation, Family, Comedy, Science Fiction",7.312,en
Inspector Sun and the Curse of the Black Widow,16,"Animation, Family, Comedy, Mystery",6.7,es
Viking: Bloodlust,16,"Action, History",6.929,en
Good Burger 2,16,"Family, Comedy",6.6,en
The Marsh King's Daughter,16,"Thriller, Crime, Mystery",6.4,en
Mafia Mamma,16,"Comedy, Crime, Action",6.063,en
Awareness,16,"Science Fiction, Mystery, Thriller, Action",5.7,es
Mickey and Friends: Trick or Treats,16,"Animation, Family",7.1,en
Kabayo,16,Drama,2.3,tl
Humanist Vampire Seeking Consenting Suicidal Person,16,"Romance, Comedy, Fantasy, Horror",7.4,fr
Killer Book Club,16,"Horror, Thriller",5.59,es
Pippa,16,"War, Drama",4.9,hi
The Teachers' Lounge,16,Drama,7.225,de
The White Storm 3: Heaven or Hell,16,"Action, Crime, Thriller",6.2,cn
80 for Brady,16,"Comedy, Drama",6.3,en
The Squad: Home Run,16,"Action, Thriller, Crime, Drama",6.2,fr
Maybe I Do,16,"Comedy, Romance, Drama",5.5,en
White Men Can't Jump,16,"Comedy, Drama",6.4,en
"Are You There God? It's Me, Margaret.",16,"Comedy, Drama",7.2,en
Under the Boardwalk,16,"Animation, Comedy, Family, Romance",7.14,en
D-Cup Personal Secretary,16,Romance,0,ko
The Hawk,16,"Action, Adventure, Comedy",7.9,es
Digimon Adventure 02: The Beginning,16,"Animation, Adventure, Fantasy",7.3,ja
Zoey 102,16,"Romance, Comedy",6.9,en
Fanfic,16,Drama,7,pl
Doraemon the Movie: Nobita's Sky Utopia,16,"Animation, Adventure, Science Fiction, Family",7.042,ja
Please Don't Destroy: The Treasure of Foggy Mountain,16,"Comedy, Adventure",6.2,en
About My Father,16,Comedy,6.1,en
Richard the Stork and the Mystery of the Great Jewel,16,"Animation, Adventure, Comedy, Family",6.8,en
Olvido,16,"Drama, Thriller",5.9,es
Sympathy for the Devil,16,"Thriller, Action",6,en
Off the Rails,16,"Comedy, Adventure, Drama",7.6,ru
She Came to Me,16,"Romance, Comedy, Drama",6.2,en
Which Brings Me to You,16,"Romance, Comedy, Drama",6.2,en
Next Goal Wins,16,"Comedy, Drama",6.4,en
Polite Society,16,"Comedy, Action, Drama",6.354,en
Champions,16,"Comedy, Drama",6.7,en
Running on Empty,16,"Romance, Comedy",5.8,en
Dange,16,"Action, Drama, Thriller",5.7,hi
Silence of the Prey,16,"Horror, Thriller",5.7,en
Lucky Winners,16,Comedy,5.788,fr
The Door-to-Door Bookstore,16,"Family, Comedy, Drama",8.688,de
Inside the Mind of a Dog,16,Documentary,7.6,en
Underdog,16,"Drama, Action, Thriller",8.6,es
A House on Fire,16,Comedy,6.75,ca
Backrider,16,Drama,5,tl
Noche de Bodas,16,"Comedy, Romance",7.2,es
Vina: Before 7 Days,16,"Crime, Horror, Drama, Mystery, Thriller",6.2,id
Successor,16,Comedy,7,zh
Goyo,16,"Drama, Romance, Comedy",6.8,es
Es por su bien,16,Comedy,7.2,es
Unsung Hero,16,"Drama, Music, Family",6.7,en
The American Society of Magical Negroes,16,"Fantasy, Comedy",4.7,en
The Greatest Night in Pop,16,"Documentary, Music",7.9,en
Bhool Bhulaiyaa 3,16,"Horror, Comedy",5.7,hi
Buy Now! The Shopping Conspiracy,16,Documentary,6.6,en
Cocorico,16,Comedy,5.5,fr
Stand Up My Husband!,16,Drama,0,ko
Touch,16,"Romance, Drama",7.5,is
You Shall Not Sleep Tonight,16,"Horror, Thriller",6.6,en
In Her Place,16,"Drama, Crime, Thriller",6,es
Secrets of the Neanderthals,16,Documentary,6.9,en
Some Shooting Stars,16,Comedy,4.58,fr
Matt and Mara,16,Drama,6.8,en
How to Rob a Bank,16,"Documentary, Crime",6.612,en
V de Víctor,16,Comedy,7.2,es
Babes,16,Comedy,6,en
Hellhound,16,"Action, Crime, Thriller",5.8,en
Reunion,16,"Comedy, Mystery",6.2,en
Topuria. Matador,16,Documentary,6.2,es
The Freshly Cut Grass,16,Drama,6,es
Ipar Adalah Maut,16,Drama,6.9,id
Tenement,16,"Drama, Horror",5.667,km
Marching Powder,16,"Action, Crime, Comedy, Romance",0,en
Invincible Swordsman,16,"Drama, Action",4.6,zh
Thandel,16,"Romance, Action, Drama, Thriller",7.1,te
Under the Stars in the Sky,16,Drama,0,da
Fight or Flight,16,"Action, Thriller",0,en
Sabdham,16,"Thriller, Horror",0,ta
SNL50: The Homecoming Concert,16,"Comedy, Music, Documentary",8,en
Lovebug,16,Comedy,0,en
Pengantin Setan,16,"Horror, Thriller",7,id
Andrew Schulz: LIFE,16,Comedy,0,en
F1,16,"Action, Drama",0,en
Sunray: Fallen Soldier,16,"Action, Thriller",5.2,en
Exorcism Chronicles: The Beginning,16,"Animation, Fantasy, Horror, Action",0,ko
Ranshima Bound,16,Drama,0,ja
Late Shift,16,Drama,9,de
Superman/Batman: Apocalypse,15,"Science Fiction, Action, Adventure, Animation",7.15,en
Starstruck,15,"Romance, Comedy, TV Movie, Music",7,en
Killers,15,"Action, Comedy, Thriller, Romance",6,en
Bedevilled,15,"Thriller, Crime, Drama, Horror",7.2,ko
Julia's Eyes,15,"Horror, Thriller",6.647,es
Free Willy: Escape from Pirate's Cove,15,"Family, Adventure, Drama",6.2,en
Milf,15,Comedy,4.489,en
Yogi Bear,15,"Comedy, Family, Animation, Adventure",5.6,en
A Turtle's Tale: Sammy's Adventures,15,"Animation, Family",6.003,en
The Disappearance of Haruhi Suzumiya,15,"Animation, Comedy, Science Fiction, Mystery, Drama",7.9,ja
Date Night,15,"Comedy, Action, Adventure",6.1,en
Devil,15,"Horror, Mystery, Thriller",6.1,en
The Client List,15,"Drama, TV Movie",5.9,en
Yu-Gi-Oh!: Bonds Beyond Time,15,"Animation, Fantasy",6.5,ja
The Back-Up Plan,15,"Comedy, Romance",6.1,en
Pokémon: Zoroark - Master of Illusions,15,"Family, Animation, Adventure, Fantasy",6.7,ja
Trust,15,"Crime, Drama, Thriller",6.6,en
Never Sleep Again: The Elm Street Legacy,15,Documentary,7.801,en
Shaolin,15,"Action, Drama",6.9,zh
Pirates of the Caribbean: Tales of the Code: Wedlocked,15,"Adventure, Action, Fantasy",6.9,en
Mean Girls 2,15,Comedy,5.2,en
Pokémon the Movie: White - Victini and Zekrom,15,"Animation, Family, Adventure, Drama, Fantasy",6.5,ja
Beverly Hills Chihuahua 2,15,"Comedy, Family",5.9,en
The Tree of Life,15,"Drama, Fantasy",6.737,en
Pokémon the Movie: Black - Victini and Reshiram,15,"Animation, Family, Adventure, Drama, Fantasy",6.5,ja
Hanna,15,"Action, Thriller, Adventure",6.6,en
Extremely Loud & Incredibly Close,15,Drama,6.975,en
Dream House,15,"Mystery, Drama, Thriller",6.182,en
A Princess for Christmas,15,"Comedy, Family, TV Movie, Romance, Drama",7.044,en
Zindagi Na Milegi Dobara,15,"Drama, Comedy, Romance",7.6,hi
Martha Marcy May Marlene,15,"Drama, Thriller",6.616,en
Beastly,15,"Romance, Fantasy, Drama",6.3,en
The Good Doctor,15,"Drama, Thriller, Mystery",6.2,en
The Descendants,15,"Comedy, Drama",6.8,en
Largo Winch II,15,"Action, Adventure, Thriller",5.873,fr
Eungyo,15,"Drama, Romance",7,ko
Stand Up Guys,15,"Thriller, Comedy, Action",6,en
The Magic of Belle Isle,15,"Drama, Comedy",6.987,en
Angels of Sex,15,"Romance, Drama",6.398,es
The Campaign,15,Comedy,5.824,en
Gambit,15,"Comedy, Crime",5.477,en
Monster High: Escape from Skull Shores,15,"Animation, Family, Fantasy",7.8,en
Porn in the Hood,15,Comedy,5.027,fr
Helter Skelter,15,"Drama, Horror",6.7,ja
The Best Exotic Marigold Hotel,15,"Drama, Comedy",6.944,en
Blue Exorcist: The Movie,15,"Animation, Fantasy, Mystery, Horror, Action",7.3,ja
Promised Land,15,Drama,6.287,en
Universal Soldier: Day of Reckoning,15,"Action, Science Fiction, Thriller",5.5,en
The Iceman,15,"Thriller, Crime, Drama",6.5,en
Holy Motors,15,"Drama, Fantasy",6.991,fr
So Undercover,15,"Action, Comedy",6.129,en
Savages,15,"Crime, Drama, Thriller",6.349,en
Asterix & Obelix: God Save Britannia,15,"Family, Adventure, Comedy",5.095,fr
American Mary,15,"Horror, Thriller",6.3,en
The To Do List,15,"Comedy, Romance",5.781,en
Lupin the Third vs. Detective Conan: The Movie,15,"Animation, Action, Thriller",6.9,ja
Barbie in the Pink Shoes,15,"Animation, Family",6.9,en
Madly Madagascar,15,"Animation, Comedy, Family",6.5,en
Scooby-Doo! Stage Fright,15,"Family, Adventure, Animation, Comedy, Mystery",7.597,en
Tarzan,15,"Animation, Action, Adventure, Family",5.7,en
Justin and the Knights of Valour,15,"Animation, Adventure",5.93,en
The Best Man Holiday,15,Comedy,6.6,en
The Keeper of Lost Causes,15,"Thriller, Mystery, Crime",7.1,da
My Little Pony: Equestria Girls,15,"Animation, Comedy, Family, Fantasy, Music",7.4,en
Jodorowsky's Dune,15,Documentary,7.8,en
Iron Man & Hulk: Heroes United,15,"Action, Adventure, Animation, Family",5.634,en
A Teacher,15,Drama,4.6,en
Spiders,15,"Science Fiction, Thriller",4.4,en
Palo Alto,15,Drama,6.1,en
The Frozen Ground,15,"Thriller, Crime",6.3,en
Thanks for Sharing,15,"Comedy, Drama",5.9,en
Eden,15,"Thriller, Drama, Crime",6.5,en
"Love, Chunibyo & Other Delusions! Rikka Version",15,"Comedy, Animation, Drama, Romance",7.2,ja
Romeo & Juliet,15,"Romance, Drama",6.7,en
Blue Jasmine,15,Drama,6.988,en
Jackass Presents: Bad Grandpa,15,Comedy,6.114,en
A Touch of Sin,15,"Drama, Crime, Action",7.2,zh
Nebraska,15,"Drama, Adventure",7.442,en
Gintama: The Movie 2: The Final Chapter: Be Forever Yorozuya,15,"Action, Comedy, Science Fiction, Animation",8,ja
Police Story: Lockdown,15,"Action, Crime, Drama",6.2,zh
The Art of the Steal,15,"Comedy, Crime",6.164,en
Welcome to the Jungle,15,Comedy,5.018,en
The Haunting in Connecticut 2: Ghosts of Georgia,15,"Horror, Drama, Thriller",5.8,en
The Kings of Summer,15,"Comedy, Drama",7.002,en
'71,15,"Thriller, Action, Drama, War",6.803,en
In Darkness We Fall,15,"Horror, Adventure",5.8,es
Flight 7500,15,"Thriller, Horror, Mystery",4.9,en
Hector and the Search for Happiness,15,"Adventure, Drama, Comedy",6.707,en
A Merry Friggin' Christmas,15,Comedy,5.4,en
Think Like a Man Too,15,"Comedy, Romance",6.4,en
Mommy,15,Drama,8.2,fr
Winter's Tale,15,"Drama, Fantasy, Mystery, Romance",6.3,en
Serena,15,Drama,5.599,en
The Rover,15,"Crime, Drama",6.3,en
Unfriended,15,"Horror, Mystery, Thriller",5.5,en
Tamako Love Story,15,"Romance, Animation, Comedy",7.1,ja
Before We Go,15,"Comedy, Drama, Romance",6.7,en
Alien Outpost,15,"Thriller, Action, Science Fiction",5.1,en
Haider,15,"Crime, Drama",7.213,hi
The Kid,15,"Drama, Thriller",6.4,es
My Mistress,15,"Romance, Drama",5.2,en
Tekken 2: Kazuya's Revenge,15,Action,3.9,en
Joe,15,Drama,6.5,en
The Salvation,15,"Drama, Western",6.486,da
Seal Team Eight: Behind Enemy Lines,15,"Action, War, Drama",6.1,en
Adult World,15,Comedy,6,en
"Recently, My Sister is Unusual",15,"Comedy, Fantasy, Romance",7,ja
Vampire Academy,15,"Comedy, Action, Fantasy",6.3,en
I Origins,15,"Science Fiction, Drama",7.581,en
Heidi,15,"Adventure, Family, Drama",7.2,de
Paper Towns,15,"Mystery, Drama, Romance",6.2,en
